Date,Product_ID,Product_Category,Sales_Quantity,Price_per_Unit,Revenue,Product_Name,Month
2023-05-16,P023,Groceries,16,81.7,1307.2,Vegetables,5
2023-05-17,P045,Toys,15,273.24,4098.6,Doll,5
2023-05-18,P016,Toys,3,422.24,1266.72,Lego Set,5
2023-05-19,P002,Clothing,5,264.75,1323.75,Sweater,5
2023-05-20,P017,Electronics,10,22.81,228.1,Smartwatch,5
2023-05-21,P032,Groceries,9,19.68,177.12,Milk,5
2023-05-22,P039,Toys,5,304.72,1523.6000000000001,Remote Car,5
2023-05-23,P002,Clothing,1,167.35,167.35,Sweater,5
2023-05-24,P011,Electronics,13,288.47,3750.1100000000006,Tablet,5
2023-05-25,P032,Groceries,5,86.0,430.0,Milk,5
2023-05-26,P023,Groceries,8,389.55,3116.4,Vegetables,5
2023-05-27,P037,Toys,14,431.06,6034.84,Puzzle,5
2023-05-28,P032,Groceries,16,445.17,7122.72,Milk,5
2023-05-29,P031,Clothing,6,155.52,933.1200000000001,Jacket,5
2023-05-30,P039,Groceries,8,332.06,2656.48,Bread,5
2023-05-31,P023,Furniture,1,143.13,143.13,Wardrobe,5
2023-06-01,P002,Clothing,18,382.56,6886.08,Jeans,6
2023-06-02,P038,Electronics,9,64.66,581.9399999999999,Headphones,6
2023-06-03,P011,Electronics,4,382.57,1530.28,Tablet,6
2023-06-04,P045,Toys,4,222.67,890.68,Doll,6
2023-06-05,P045,Toys,19,428.5,8141.5,Doll,6
2023-06-06,P013,Furniture,4,370.77,1483.08,Table,6
2023-06-07,P012,Electronics,14,191.38,2679.3199999999997,Smartphone,6
2023-06-08,P012,Electronics,16,452.25,7236.0,Smartphone,6
2023-06-09,P038,Electronics,14,145.25,2033.5,Headphones,6
2023-06-10,P012,Electronics,7,483.66,3385.6200000000003,Smartphone,6
2023-06-11,P023,Groceries,17,384.77,6541.09,Vegetables,6
2023-06-12,P048,Clothing,1,495.38,495.38,T-Shirt,6
2023-06-13,P048,Clothing,3,31.68,95.03999999999999,T-Shirt,6
2023-06-14,P047,Furniture,7,140.65,984.5500000000001,Sofa,6
2023-06-15,P013,Groceries,1,371.93,371.93,Rice,6
2023-06-16,P011,Electronics,7,461.51,3230.5699999999997,Tablet,6
2023-06-17,P017,Electronics,7,19.24,134.67999999999998,Smartwatch,6
2023-06-18,P016,Toys,7,5.0,35.0,Lego Set,6
2023-06-19,P016,Toys,18,131.84,2373.12,Lego Set,6
2023-06-20,P018,Furniture,18,427.13,7688.34,Bed,6
2023-06-21,P038,Electronics,11,384.74,4232.14,Headphones,6
2023-06-22,P013,Furniture,15,173.44,2601.6,Table,6
2023-06-23,P023,Groceries,9,6.0,54.0,Vegetables,6
2023-06-24,P031,Clothing,16,279.58,4473.28,Jacket,6
2023-06-25,P004,Electronics,11,122.79,1350.69,Laptop,6
2023-06-26,P044,Groceries,5,374.08,1870.3999999999999,Eggs,6
2023-06-27,P038,Electronics,8,225.94,1807.52,Headphones,6
2023-06-28,P045,Toys,18,340.91,6136.38,Doll,6
2023-06-29,P014,Furniture,2,426.89,853.78,Chair,6
2023-06-30,P016,Toys,4,270.2,1080.8,Action Figure,6
2023-07-01,P048,Clothing,17,171.3,2912.1000000000004,T-Shirt,7
2023-07-02,P016,Toys,1,385.92,385.92,Action Figure,7
2023-07-03,P017,Electronics,12,136.27,1635.2400000000002,Smartwatch,7
2023-07-04,P039,Toys,2,446.3,892.6,Remote Car,7
2023-07-05,P017,Electronics,7,40.36,282.52,Smartwatch,7
2023-07-06,P042,Clothing,4,418.56,1674.24,Dress,7
2023-07-07,P039,Toys,5,50.32,251.6,Remote Car,7
2023-07-08,P018,Furniture,12,32.79,393.48,Bed,7
2023-07-09,P018,Furniture,12,184.81,2217.7200000000003,Bed,7
2023-07-10,P018,Furniture,8,478.49,3827.92,Bed,7
2023-07-11,P016,Toys,12,491.83,5901.96,Action Figure,7
2023-07-12,P039,Toys,3,105.02,315.06,Remote Car,7
2023-07-13,P039,Toys,13,78.58,1021.54,Remote Car,7
2023-07-14,P038,Electronics,11,179.71,1976.8100000000002,Headphones,7
2023-07-15,P042,Clothing,12,171.86,2062.32,Dress,7
2023-07-16,P014,Furniture,7,381.0,2667.0,Chair,7
2023-07-17,P038,Electronics,17,224.78,3821.26,Headphones,7
2023-07-18,P013,Furniture,15,391.04,5865.6,Table,7
2023-07-19,P038,Electronics,14,375.61,5258.54,Headphones,7
2023-07-20,P016,Toys,1,291.26,291.26,Lego Set,7
2023-07-21,P013,Furniture,12,417.59,5011.08,Table,7
2023-07-22,P039,Toys,13,101.85,1324.05,Remote Car,7
2023-07-23,P018,Furniture,1,85.1,85.1,Bed,7
2023-07-24,P023,Groceries,1,376.57,376.57,Vegetables,7
2023-07-25,P004,Electronics,9,126.17,1135.53,Laptop,7
2023-07-26,P039,Groceries,14,6.38,89.32,Bread,7
2023-07-27,P038,Electronics,4,456.42,1825.68,Headphones,7
2023-07-28,P042,Clothing,8,313.35,2506.8,Dress,7
2023-07-29,P018,Furniture,12,225.24,2702.88,Bed,7
2023-07-30,P042,Clothing,5,364.24,1821.2,Dress,7
2023-07-31,P002,Clothing,15,170.0,2550.0,Sweater,7
2023-08-01,P038,Electronics,7,477.06,3339.42,Headphones,8
2023-08-02,P032,Groceries,14,38.97,545.5799999999999,Milk,8
2023-08-03,P016,Toys,17,322.27,5478.59,Action Figure,8
2023-08-04,P011,Electronics,6,389.76,2338.56,Tablet,8
2023-08-05,P045,Toys,2,237.22,474.44,Doll,8
2023-08-06,P002,Clothing,16,378.71,6059.36,Jeans,8
2023-08-07,P016,Toys,21,463.82,9740.22,Lego Set,8
2023-08-08,P039,Groceries,5,373.28,1866.3999999999999,Bread,8
2023-08-09,P012,Electronics,3,158.14,474.41999999999996,Smartphone,8
2023-08-10,P032,Groceries,14,283.11,3963.54,Milk,8
2023-08-11,P013,Groceries,6,456.24,2737.44,Rice,8
2023-08-12,P004,Electronics,8,227.3,1818.4,Laptop,8
2023-08-13,P044,Groceries,2,342.44,684.88,Eggs,8
2023-08-14,P023,Furniture,3,235.43,706.29,Wardrobe,8
2023-08-15,P023,Furniture,1,65.07,65.07,Wardrobe,8
2023-08-16,P014,Furniture,2,34.01,68.02,Chair,8
2023-08-17,P039,Toys,15,476.38,7145.7,Remote Car,8
2023-08-18,P032,Groceries,9,308.21,2773.89,Milk,8
2023-08-19,P038,Electronics,13,56.39,733.07,Headphones,8
2023-08-20,P012,Electronics,10,429.43,4294.3,Smartphone,8
2023-08-21,P016,Toys,11,263.73,2901.03,Lego Set,8
2023-08-22,P011,Electronics,20,387.11,7742.200000000001,Tablet,8
2023-08-23,P023,Furniture,11,67.74,745.14,Wardrobe,8
2023-08-24,P044,Groceries,15,453.92,6808.8,Eggs,8
2023-08-25,P038,Electronics,5,297.32,1486.6,Headphones,8
2023-08-26,P012,Electronics,9,370.44,3333.96,Smartphone,8
2023-08-27,P002,Clothing,15,20.53,307.95000000000005,Sweater,8
2023-08-28,P031,Clothing,9,161.08,1449.72,Jacket,8
2023-08-29,P042,Clothing,2,137.39,274.78,Dress,8
2023-08-30,P044,Groceries,19,475.05,9025.95,Eggs,8
2023-08-31,P018,Furniture,13,96.74,1257.62,Bed,8
2023-09-01,P014,Furniture,2,354.99,709.98,Chair,9
2023-09-02,P013,Furniture,7,26.16,183.12,Table,9
2023-09-03,P023,Groceries,9,102.85,925.65,Vegetables,9
2023-09-04,P013,Groceries,8,172.61,1380.88,Rice,9
2023-09-05,P002,Clothing,5,398.28,1991.3999999999999,Sweater,9
2023-09-06,P017,Electronics,1,396.04,396.04,Smartwatch,9
2023-09-07,P045,Toys,13,476.54,6195.02,Doll,9
2023-09-08,P045,Toys,17,458.8,7799.6,Doll,9
2023-09-09,P038,Electronics,16,45.35,725.6,Headphones,9
2023-09-10,P031,Clothing,3,415.78,1247.34,Jacket,9
2023-09-11,P038,Electronics,6,228.33,1369.98,Headphones,9
2023-09-12,P012,Electronics,16,433.61,6937.76,Smartphone,9
2023-09-13,P037,Toys,7,49.2,344.40000000000003,Puzzle,9
2023-09-14,P002,Clothing,1,412.27,412.27,Sweater,9
2023-09-15,P013,Groceries,14,84.02,1176.28,Rice,9
2023-09-16,P016,Toys,18,170.25,3064.5,Lego Set,9
2023-09-17,P013,Groceries,19,19.28,366.32000000000005,Rice,9
2023-09-18,P002,Clothing,13,66.25,861.25,Sweater,9
2023-09-19,P011,Electronics,13,225.63,2933.19,Tablet,9
2023-09-20,P018,Furniture,11,410.08,4510.88,Bed,9
2023-09-21,P018,Furniture,7,387.97,2715.79,Bed,9
2023-09-22,P048,Clothing,19,121.47,2307.93,T-Shirt,9
2023-09-23,P014,Furniture,4,80.09,320.36,Chair,9
2023-09-24,P044,Groceries,18,197.69,3558.42,Eggs,9
2023-09-25,P023,Furniture,18,442.22,7959.960000000001,Wardrobe,9
2023-09-26,P048,Clothing,16,50.26,804.16,T-Shirt,9
2023-09-27,P002,Clothing,10,273.74,2737.4,Sweater,9
2023-09-28,P023,Groceries,5,48.96,244.8,Vegetables,9
2023-09-29,P018,Furniture,20,237.75,4755.0,Bed,9
2023-09-30,P047,Furniture,4,67.76,271.04,Sofa,9
2023-10-01,P012,Electronics,11,44.77,492.47,Smartphone,10
2023-10-02,P045,Toys,12,99.47,1193.6399999999999,Doll,10
2023-10-03,P002,Clothing,9,131.35,1182.1499999999999,Jeans,10
2023-10-04,P038,Electronics,10,141.75,1417.5,Headphones,10
2023-10-05,P031,Clothing,11,324.41,3568.51,Jacket,10
2023-10-06,P011,Electronics,2,32.22,64.44,Tablet,10
2023-10-07,P039,Toys,16,45.0,720.0,Remote Car,10
2023-10-08,P017,Electronics,9,98.41,885.6899999999999,Smartwatch,10
2023-10-09,P042,Clothing,20,436.67,8733.4,Dress,10
2023-10-10,P023,Furniture,1,316.16,316.16,Wardrobe,10
2023-10-11,P048,Clothing,9,366.53,3298.7699999999995,T-Shirt,10
2023-10-12,P039,Groceries,3,188.33,564.99,Bread,10
2023-10-13,P013,Groceries,1,110.54,110.54,Rice,10
2023-10-14,P039,Groceries,17,23.79,404.43,Bread,10
2023-10-15,P044,Groceries,10,246.83,2468.3,Eggs,10
2023-10-16,P045,Toys,17,289.27,4917.59,Doll,10
2023-10-17,P023,Furniture,16,449.02,7184.32,Wardrobe,10
2023-10-18,P023,Furniture,6,441.64,2649.84,Wardrobe,10
2023-10-19,P002,Clothing,7,215.22,1506.54,Sweater,10
2023-10-20,P017,Electronics,18,214.67,3864.06,Smartwatch,10
2023-10-21,P002,Clothing,8,84.76,678.08,Jeans,10
2023-10-22,P031,Clothing,10,132.44,1324.4,Jacket,10
2023-10-23,P002,Clothing,16,463.2,7411.2,Jeans,10
2023-10-24,P042,Clothing,11,74.81,822.9100000000001,Dress,10
2023-10-25,P014,Furniture,1,484.51,484.51,Chair,10
2023-10-26,P004,Electronics,12,254.85,3058.2,Laptop,10
2023-10-27,P002,Clothing,15,231.02,3465.3,Sweater,10
2023-10-28,P014,Furniture,17,91.45,1554.65,Chair,10
2023-10-29,P002,Clothing,13,332.46,4321.98,Jeans,10
2023-10-30,P039,Groceries,14,232.62,3256.6800000000003,Bread,10
2023-10-31,P048,Clothing,8,188.48,1507.84,T-Shirt,10
2023-11-01,P031,Clothing,20,135.94,2718.8,Jacket,11
2023-11-02,P045,Toys,3,37.91,113.72999999999999,Doll,11
2023-11-03,P039,Groceries,16,262.07,4193.12,Bread,11
2023-11-04,P038,Electronics,13,159.89,2078.5699999999997,Headphones,11
2023-11-05,P002,Clothing,23,355.39,8173.969999999999,Sweater,11
2023-11-06,P038,Electronics,2,363.14,726.28,Headphones,11
2023-11-07,P044,Groceries,1,169.39,169.39,Eggs,11
2023-11-08,P042,Clothing,8,336.21,2689.68,Dress,11
2023-11-09,P016,Toys,10,133.04,1330.3999999999999,Action Figure,11
2023-11-10,P013,Furniture,8,364.95,2919.6,Table,11
2023-11-11,P039,Toys,20,12.96,259.20000000000005,Remote Car,11
2023-11-12,P045,Toys,10,80.05,800.5,Doll,11
2023-11-13,P013,Furniture,6,126.28,757.6800000000001,Table,11
2023-11-14,P013,Furniture,18,387.6,6976.8,Table,11
2023-11-15,P023,Furniture,14,37.86,530.04,Wardrobe,11
2023-11-16,P042,Clothing,14,98.09,1373.26,Dress,11
2023-11-17,P012,Electronics,15,182.52,2737.8,Smartphone,11
2023-11-18,P004,Electronics,7,9.54,66.78,Laptop,11
2023-11-19,P014,Furniture,19,382.25,7262.75,Chair,11
2023-11-20,P045,Toys,14,282.25,3951.5,Doll,11
2023-11-21,P013,Groceries,12,450.84,5410.08,Rice,11
2023-11-22,P023,Furniture,16,20.36,325.76,Wardrobe,11
2023-11-23,P016,Toys,20,139.34,2786.8,Lego Set,11
2023-11-24,P016,Toys,1,366.97,366.97,Lego Set,11
2023-11-25,P031,Clothing,22,339.2,7462.4,Jacket,11
2023-11-26,P031,Clothing,20,125.31,2506.2,Jacket,11
2023-11-27,P038,Electronics,11,299.87,3298.57,Headphones,11
2023-11-28,P038,Electronics,9,397.91,3581.19,Headphones,11
2023-11-29,P023,Groceries,5,21.52,107.6,Vegetables,11
2023-11-30,P044,Groceries,7,360.23,2521.61,Eggs,11
2023-12-01,P013,Groceries,14,129.79,1817.06,Rice,12
2023-12-02,P044,Groceries,21,474.19,9957.99,Eggs,12
2023-12-03,P045,Toys,5,271.42,1357.1000000000001,Doll,12
2023-12-04,P016,Toys,21,21.53,452.13,Lego Set,12
2023-12-05,P038,Electronics,19,204.7,3889.2999999999997,Headphones,12
2023-12-06,P002,Clothing,11,483.32,5316.5199999999995,Jeans,12
2023-12-07,P002,Clothing,15,366.53,5497.95,Sweater,12
2023-12-08,P018,Furniture,9,153.74,1383.66,Bed,12
2023-12-09,P037,Toys,15,289.76,4346.4,Puzzle,12
2023-12-10,P023,Groceries,5,301.56,1507.8,Vegetables,12
2023-12-11,P023,Groceries,18,16.56,298.08,Vegetables,12
2023-12-12,P013,Furniture,18,93.52,1683.36,Table,12
2023-12-13,P002,Clothing,15,278.13,4171.95,Jeans,12
2023-12-14,P044,Groceries,13,204.36,2656.6800000000003,Eggs,12
2023-12-15,P048,Clothing,17,99.07,1684.1899999999998,T-Shirt,12
2023-12-16,P047,Furniture,13,387.47,5037.110000000001,Sofa,12
2023-12-17,P042,Clothing,11,247.05,2717.55,Dress,12
2023-12-18,P042,Clothing,1,158.44,158.44,Dress,12
2023-12-19,P002,Clothing,2,85.03,170.06,Jeans,12
2023-12-20,P013,Groceries,16,307.53,4920.48,Rice,12
2023-12-21,P012,Electronics,15,334.8,5022.0,Smartphone,12
2023-12-22,P016,Toys,7,336.45,2355.15,Action Figure,12
2023-12-23,P048,Clothing,13,114.04,1482.52,T-Shirt,12
2023-12-24,P002,Clothing,12,299.69,3596.2799999999997,Sweater,12
2023-12-25,P002,Clothing,21,453.18,9516.78,Sweater,12
2023-12-26,P004,Electronics,1,179.83,179.83,Laptop,12
2023-12-27,P013,Furniture,19,109.33,2077.27,Table,12
2023-12-28,P013,Groceries,4,387.21,1548.84,Rice,12
2023-12-29,P004,Electronics,6,92.56,555.36,Laptop,12
2023-12-30,P042,Clothing,25,130.61,3265.2500000000005,Dress,12
2023-12-31,P012,Electronics,2,54.82,109.64,Smartphone,12
2023-01-01,P011,Electronics,14,137.6,1926.3999999999999,Tablet,1
2023-01-02,P017,Electronics,9,208.12,1873.08,Smartwatch,1
2023-01-03,P023,Furniture,2,36.76,73.52,Wardrobe,1
2023-01-04,P039,Toys,1,436.5,436.5,Remote Car,1
2023-01-05,P032,Groceries,13,259.27,3370.5099999999998,Milk,1
2023-01-06,P014,Furniture,9,296.11,2664.9900000000002,Chair,1
2023-01-07,P018,Furniture,15,188.79,2831.85,Bed,1
2023-01-08,P016,Toys,14,336.57,4711.98,Lego Set,1
2023-01-09,P023,Furniture,11,218.73,2406.0299999999997,Wardrobe,1
2023-01-10,P038,Electronics,13,381.85,4964.05,Headphones,1
2023-01-11,P038,Electronics,1,411.59,411.59,Headphones,1
2023-01-12,P031,Clothing,2,337.57,675.14,Jacket,1
2023-01-13,P013,Furniture,1,248.21,248.21,Table,1
2023-01-14,P002,Clothing,5,392.22,1961.1000000000001,Sweater,1
2023-01-15,P039,Groceries,8,249.67,1997.36,Bread,1
2023-01-16,P011,Electronics,9,60.2,541.8000000000001,Tablet,1
2023-01-17,P013,Groceries,1,62.59,62.59,Rice,1
2023-01-18,P045,Toys,8,474.55,3796.4,Doll,1
2023-01-19,P017,Electronics,9,110.71,996.39,Smartwatch,1
2023-01-20,P044,Groceries,11,408.88,4497.68,Eggs,1
2023-01-21,P039,Toys,12,127.12,1525.44,Remote Car,1
2023-01-22,P013,Groceries,5,218.24,1091.2,Rice,1
2023-01-23,P016,Toys,8,329.2,2633.6,Action Figure,1
2023-01-24,P045,Toys,2,83.64,167.28,Doll,1
2023-01-25,P011,Electronics,1,369.94,369.94,Tablet,1
2023-01-26,P002,Clothing,6,346.51,2079.06,Sweater,1
2023-01-27,P037,Toys,15,273.83,4107.45,Puzzle,1
2023-01-28,P039,Toys,11,285.12,3136.32,Remote Car,1
2023-01-29,P017,Electronics,18,57.36,1032.48,Smartwatch,1
2023-01-30,P031,Clothing,5,220.79,1103.95,Jacket,1
2023-01-31,P013,Furniture,10,47.85,478.5,Table,1
2023-02-01,P013,Furniture,2,157.39,314.78,Table,2
2023-02-02,P031,Clothing,12,450.65,5407.799999999999,Jacket,2
2023-02-03,P032,Groceries,4,289.39,1157.56,Milk,2
2023-02-04,P011,Electronics,6,372.64,2235.84,Tablet,2
2023-02-05,P031,Clothing,10,289.07,2890.7,Jacket,2
2023-02-06,P018,Furniture,2,101.15,202.3,Bed,2
2023-02-07,P045,Toys,5,299.43,1497.15,Doll,2
2023-02-08,P013,Furniture,5,378.92,1894.6000000000001,Table,2
2023-02-09,P037,Toys,14,73.51,1029.14,Puzzle,2
2023-02-10,P011,Electronics,12,409.37,4912.4400000000005,Tablet,2
2023-02-11,P045,Toys,6,279.92,1679.52,Doll,2
2023-02-12,P002,Clothing,9,7.12,64.08,Sweater,2
2023-02-13,P016,Toys,9,262.29,2360.61,Lego Set,2
2023-02-14,P013,Groceries,12,200.86,2410.32,Rice,2
2023-02-15,P002,Clothing,8,151.74,1213.92,Sweater,2
2023-02-16,P004,Electronics,5,386.77,1933.85,Laptop,2
2023-02-17,P002,Clothing,4,450.25,1801.0,Jeans,2
2023-02-18,P032,Groceries,1,382.51,382.51,Milk,2
2023-02-19,P004,Electronics,1,424.15,424.15,Laptop,2
2023-02-20,P047,Furniture,14,454.85,6367.900000000001,Sofa,2
2023-02-21,P039,Groceries,8,456.75,3654.0,Bread,2
2023-02-22,P004,Electronics,9,61.75,555.75,Laptop,2
2023-02-23,P039,Toys,2,230.91,461.82,Remote Car,2
2023-02-24,P002,Clothing,5,5.14,25.7,Jeans,2
2023-02-25,P012,Electronics,9,255.7,2301.2999999999997,Smartphone,2
2023-02-26,P031,Clothing,11,462.5,5087.5,Jacket,2
2023-02-27,P045,Toys,8,103.56,828.48,Doll,2
2023-02-28,P011,Electronics,7,321.69,2251.83,Tablet,2
2023-02-28,P047,Furniture,8,323.97,2591.76,Sofa,2
2023-03-01,P032,Groceries,1,84.38,84.38,Milk,3
2023-03-02,P011,Electronics,13,123.07,1599.9099999999999,Tablet,3
2023-03-03,P016,Toys,16,233.7,3739.2,Action Figure,3
2023-03-04,P011,Electronics,15,98.16,1472.3999999999999,Tablet,3
2023-03-05,P042,Clothing,10,294.57,2945.7,Dress,3
2023-03-06,P012,Electronics,1,244.85,244.85,Smartphone,3
2023-03-07,P018,Furniture,4,262.0,1048.0,Bed,3
2023-03-08,P017,Electronics,16,71.56,1144.96,Smartwatch,3
2023-03-09,P032,Groceries,17,261.04,4437.68,Milk,3
2023-03-10,P011,Electronics,2,29.49,58.98,Tablet,3
2023-03-11,P002,Clothing,15,441.36,6620.400000000001,Sweater,3
2023-03-12,P017,Electronics,4,174.91,699.64,Smartwatch,3
2023-03-13,P013,Furniture,8,428.89,3431.12,Table,3
2023-03-14,P039,Toys,13,352.32,4580.16,Remote Car,3
2023-03-15,P017,Electronics,10,384.26,3842.6,Smartwatch,3
2023-03-16,P011,Electronics,2,160.7,321.4,Tablet,3
2023-03-17,P013,Groceries,3,117.73,353.19,Rice,3
2023-03-18,P013,Furniture,17,206.34,3507.78,Table,3
2023-03-19,P016,Toys,2,16.99,33.98,Action Figure,3
2023-03-20,P002,Clothing,9,459.78,4138.0199999999995,Jeans,3
2023-03-21,P012,Electronics,1,196.57,196.57,Smartphone,3
2023-03-22,P039,Toys,7,494.34,3460.3799999999997,Remote Car,3
2023-03-23,P042,Clothing,6,381.92,2291.52,Dress,3
2023-03-24,P018,Furniture,12,44.85,538.2,Bed,3
2023-03-25,P013,Furniture,4,331.79,1327.16,Table,3
2023-03-26,P039,Toys,7,139.07,973.49,Remote Car,3
2023-03-27,P042,Clothing,18,125.64,2261.52,Dress,3
2023-03-28,P023,Furniture,5,132.0,660.0,Wardrobe,3
2023-03-29,P039,Toys,14,458.46,6418.44,Remote Car,3
2023-03-30,P014,Furniture,16,252.49,4039.84,Chair,3
2023-03-31,P018,Furniture,17,336.39,5718.63,Bed,3
2023-04-01,P018,Furniture,8,144.07,1152.56,Bed,4
2023-04-02,P032,Groceries,12,263.86,3166.32,Milk,4
2023-04-03,P002,Clothing,15,178.3,2674.5,Sweater,4
2023-04-04,P045,Toys,10,163.96,1639.6000000000001,Doll,4
2023-04-05,P016,Toys,9,127.25,1145.25,Action Figure,4
2023-04-06,P048,Clothing,3,207.46,622.38,T-Shirt,4
2023-04-07,P002,Clothing,11,331.71,3648.81,Jeans,4
2023-04-08,P031,Clothing,8,114.91,919.28,Jacket,4
2023-04-09,P048,Clothing,15,482.89,7243.349999999999,T-Shirt,4
2023-04-10,P004,Electronics,19,66.68,1266.92,Laptop,4
2023-04-11,P045,Toys,13,242.7,3155.1,Doll,4
2023-04-12,P012,Electronics,8,47.09,376.72,Smartphone,4
2023-04-13,P013,Furniture,8,16.22,129.76,Table,4
2023-04-14,P047,Furniture,18,461.73,8311.14,Sofa,4
2023-04-15,P037,Toys,9,406.14,3655.2599999999998,Puzzle,4
2023-04-16,P018,Furniture,17,348.61,5926.37,Bed,4
2023-04-17,P002,Clothing,8,433.27,3466.16,Jeans,4
2023-04-18,P038,Electronics,12,402.41,4828.92,Headphones,4
2023-04-19,P002,Clothing,15,325.38,4880.7,Sweater,4
2023-04-20,P013,Furniture,4,424.43,1697.72,Table,4
2023-04-21,P012,Electronics,5,198.45,992.25,Smartphone,4
2023-04-22,P042,Clothing,15,278.61,4179.150000000001,Dress,4
2023-04-23,P039,Toys,5,389.27,1946.35,Remote Car,4
2023-04-24,P042,Clothing,13,46.98,610.74,Dress,4
2023-04-25,P013,Furniture,14,430.03,6020.42,Table,4
2023-04-26,P011,Electronics,16,82.63,1322.08,Tablet,4
2023-04-27,P016,Toys,5,432.95,2164.75,Lego Set,4
2023-04-28,P038,Electronics,17,159.11,2704.8700000000003,Headphones,4
2023-04-29,P045,Toys,6,166.76,1000.56,Doll,4
2023-04-30,P011,Electronics,3,41.6,124.80000000000001,Tablet,4
2023-05-01,P018,Furniture,12,443.52,5322.24,Bed,5
2023-05-02,P016,Toys,12,91.38,1096.56,Action Figure,5
2023-05-03,P023,Groceries,15,316.87,4753.05,Vegetables,5
2023-05-04,P012,Electronics,13,323.76,4208.88,Smartphone,5
2023-05-05,P012,Electronics,2,144.17,288.34,Smartphone,5
2023-05-06,P042,Clothing,12,492.9,5914.799999999999,Dress,5
2023-05-07,P016,Toys,7,36.76,257.32,Lego Set,5
2023-05-08,P044,Groceries,4,305.9,1223.6,Eggs,5
2023-05-09,P023,Furniture,13,242.37,3150.81,Wardrobe,5
2023-05-10,P048,Clothing,8,126.51,1012.08,T-Shirt,5
2023-05-11,P023,Groceries,9,85.96,773.64,Vegetables,5
2023-05-12,P016,Toys,6,369.86,2219.16,Lego Set,5
2023-05-13,P039,Groceries,14,458.58,6420.12,Bread,5
2023-05-14,P004,Electronics,13,58.24,757.12,Laptop,5
2023-05-15,P038,Electronics,1,101.02,101.02,Headphones,5
2023-05-16,P002,Clothing,18,493.2,8877.6,Jeans,5
2023-05-17,P016,Toys,4,12.44,49.76,Action Figure,5
2023-05-18,P045,Toys,13,256.58,3335.54,Doll,5
2023-05-19,P032,Groceries,17,260.48,4428.16,Milk,5
2023-05-20,P002,Clothing,3,135.26,405.78,Jeans,5
2023-05-21,P039,Toys,20,333.2,6664.0,Remote Car,5
2023-05-22,P011,Electronics,4,472.75,1891.0,Tablet,5
2023-05-23,P039,Groceries,1,227.86,227.86,Bread,5
2023-05-24,P023,Furniture,9,375.96,3383.64,Wardrobe,5
2023-05-25,P012,Electronics,7,324.8,2273.6,Smartphone,5
2023-05-26,P002,Clothing,3,239.11,717.33,Jeans,5
2023-05-27,P039,Toys,1,29.66,29.66,Remote Car,5
2023-05-28,P038,Electronics,1,372.17,372.17,Headphones,5
2023-05-29,P018,Furniture,12,184.81,2217.7200000000003,Bed,5
2023-05-30,P023,Furniture,12,116.12,1393.44,Wardrobe,5
2023-05-31,P042,Clothing,9,474.39,4269.51,Dress,5
2023-06-01,P012,Electronics,18,387.88,6981.84,Smartphone,6
2023-06-02,P032,Groceries,10,481.32,4813.2,Milk,6
2023-06-03,P011,Electronics,4,131.83,527.32,Tablet,6
2023-06-04,P018,Furniture,8,418.72,3349.76,Bed,6
2023-06-05,P002,Clothing,12,305.82,3669.84,Sweater,6
2023-06-06,P031,Clothing,11,490.84,5399.24,Jacket,6
2023-06-07,P044,Groceries,4,473.43,1893.72,Eggs,6
2023-06-08,P048,Clothing,11,486.62,5352.82,T-Shirt,6
2023-06-09,P002,Clothing,8,476.12,3808.96,Sweater,6
2023-06-10,P042,Clothing,6,8.79,52.739999999999995,Dress,6
2023-06-11,P048,Clothing,17,371.84,6321.28,T-Shirt,6
2023-06-12,P031,Clothing,4,139.61,558.44,Jacket,6
2023-06-13,P014,Furniture,5,353.99,1769.95,Chair,6
2023-06-14,P011,Electronics,20,490.4,9808.0,Tablet,6
2023-06-15,P016,Toys,1,24.48,24.48,Action Figure,6
2023-06-16,P048,Clothing,14,285.66,3999.2400000000002,T-Shirt,6
2023-06-17,P037,Toys,16,368.8,5900.8,Puzzle,6
2023-06-18,P039,Toys,13,130.41,1695.33,Remote Car,6
2023-06-19,P014,Furniture,1,116.44,116.44,Chair,6
2023-06-20,P002,Clothing,10,34.87,348.7,Sweater,6
2023-06-21,P016,Toys,6,51.49,308.94,Lego Set,6
2023-06-22,P048,Clothing,5,330.09,1650.4499999999998,T-Shirt,6
2023-06-23,P032,Groceries,14,255.08,3571.1200000000003,Milk,6
2023-06-24,P013,Groceries,15,19.89,298.35,Rice,6
2023-06-25,P039,Groceries,14,484.98,6789.72,Bread,6
2023-06-26,P039,Toys,11,329.74,3627.1400000000003,Remote Car,6
2023-06-27,P044,Groceries,18,260.16,4682.88,Eggs,6
2023-06-28,P047,Furniture,2,140.0,280.0,Sofa,6
2023-06-29,P023,Furniture,8,330.76,2646.08,Wardrobe,6
2023-06-30,P039,Toys,12,185.26,2223.12,Remote Car,6
2023-07-01,P042,Clothing,6,352.73,2116.38,Dress,7
2023-07-02,P004,Electronics,12,342.87,4114.4400000000005,Laptop,7
2023-07-03,P042,Clothing,8,50.91,407.28,Dress,7
2023-07-04,P042,Clothing,15,455.08,6826.2,Dress,7
2023-07-05,P002,Clothing,18,246.05,4428.900000000001,Sweater,7
2023-07-06,P002,Clothing,20,199.51,3990.2,Jeans,7
2023-07-07,P004,Electronics,4,477.95,1911.8,Laptop,7
2023-07-08,P039,Groceries,14,221.91,3106.74,Bread,7
